,sentence,label
4971,Servis  resmen sizden birşey bahane edip para koparmaya çalışıyor bulunduğumuz yere yere başka müşteriler içinde gelmelerine rağmen 50TL yol aşım ücreti alındı herkesten alınıyorsa karlı iş! Davlumbazım kapağında piston yok çok dandik bir görüntü model kumtel DA6-835,Olumsuz
4972,Cok ses çikarıyor,Olumsuz
4973,"Fiyatına göre gayet güzel ama sabit hız bekleyenler almasın. 1gb a kadar
80mb/s ile yazıyor geri kalanı 20mb/sn ile devam ediyor.",Olumsuz
4974,begendim urunu anlarildigi gibi teskkr ederiz,Olumlu
4975,Sağa Sola dönmüyor Sadece yukarı aşağı gidiyor !,Olumsuz
4976,3 yıldır kullanıyoruz filtrelerini temizledikçe sorunsuz kullanabilirsiniz. Öyle borusu filanda kırılmadı hanım çekiştirerek kullanmasına rağmen birkaç çizik dışında sorun yok. Zeminleri de güzel süpürmüyor demiş biri süpürge ucunu zemin için ayarlamazasanız tabi süpürmez. Kullanım klavuzuna bakarak kullanmanyanlar süpürgeye kabahat buluyor. Ama sorun siZde,Olumlu
4977,Gayet kullanışlı fiyatına göre performanslı,Olumlu
4978,cok guzel bir ürün fiyatida gayet uygun şiddetle tavsiye ederm😘,Olumlu
4979,"Ürünü bilgisayarıma kurduktan 2 saat sonra SMART değerlerini
incelediğimde SSD'nin toplam kullanım süresi 21 saat olarak görünüyordu.
Ayrıca ürünün soketlerinde çizikler vardı. bu nedenlerden dolayı ürünün
kullanılmış olduğu kanaatine vardım.",Olumsuz
4980,evet beğendim teşekkürler,Olumsuz
4981,Çok memnunum,Olumlu
4982,İYİ TOST YAPAR BEĞENDİM,Olumlu
4983,1 yıldan uzun süre oldu hiç sorun yaşamadım,Olumlu
4984,sulu süpürgeden şaşmayın derim. ikisini de kullanan olarak.,Olumsuz
4985,Kisa ve oz Gidin Baska Marka Printer alin. Lan baglantisi yok wifi da telefondan print etmek icin profesor diplomasi lazım.,Olumsuz
4986,Olumlu yönleri: Urugunu begendim zamaninda teslim edildi tesekkurler,Olumlu
4987,"Anakart muhtemelen bir zamanlar güzelmiştir. Ama artık 9. nesil işlemcilerle direkt olarak çalışmıyor. Bios güncellemsi gerekiyor. Flashback desteği olmadığı içinde elinizde daha eski bir nesil işlemci yoksa, anakartı çalıştıramaz ve  bios upğdate yapamazsınız. Servisiyle görüştüm, ulaşmak ve destek almak oldukça kolay. Bu tip durumlarda garanti süresi içinde göndermemiz halinde ücretsiz bios update yaptıklarını söylediler. Ben özelliklerinde Wi-Fi olduğu için fiyatı cazip geldiğinden tercih etmiştim ama bu özelliği yok. Ne yazıkki hepsi buradanın belirttiği özellikleri biraz lakayt düzenleniyor ve son zamanlarda ürünlerle uyumlu olmuyor. Alacağınız ürünün tüm özelliklerini kendine ait siteden ayrıntılı incelemenizi öneririm. Bu yüzden iade etmek zorudna kaldım zorunda kaldım. Bana kod verdiler ücretsiz olarak kargoya verdim ve ödediğim para hemen hemen ellerine ulaştığı anda karta iade edildi. Sistemi toplamak için beklemeye daha fazla tahammül edemediğimden bulunduğum ilden biraz pahalıyada olsa Asus Z390 Pro-Gaming bir anakart aldım. Zaten şu anda bios güncellemesi yapılmadan 9. nesil işlemciyi direct takıp çalıştıtabileceğiniz tek chipset gözümden kaçan bir şey yoksa Z390. Sistem topluyorsanız buna dikkat etmenizi öneririm.",Olumsuz
4988,ürün güzel paketleme cok kötü,Olumsuz
4989,"Çok memnunum. Arzum zaten iyi satan  mağaza da iyi. sadece motoru aynı
anda çok uzun süre çalıştırılmamalı. kısa kısa  çalıştırılmalı.",Olumlu
4990,ram 1gb olduğundan dolayı fazla uygulama yüklenmiyor bu fiyata tek kötü yönü bu diyebilirim,Olumsuz
4991,"Bir kaç gün sergilenmiş kutusuna konulmuştur yazmışlar ancak ürün ikinci
el çıktı. Hafızada video vardı sokakta çekilmiş ve bu orjinal mi diye
soruyordu çeken kişi! Ayrıca birkaç tane de kpss başvuru formu fotoğrafı
vardı kısacası ikinci el ürünü sıfır gibi satıyorlar! İadeye vermedim
uğraşamam satan kişi ile ahirette görüşürüz artık! ( çok kullanmadım iki
gün oldu geleli ama sorunlu görünmüyor)",Olumsuz
4992,güzel aldım kullanmaya başladım memnunum,Olumlu
4993,Ürünün hem fiyatı uygun hem de göründüğünden daha kaliteli malzemeye sahip annem için almıştım kendi blender setim bozulunca bu markadan alacağım 😊,Olumlu
4994,Performans ve fiyat olarak harika bir ürun kesinlikle tavsiye ederim,Olumlu
4995,Hıç düşünmeden almanızı öneririm,Olumlu
4996,"Olumlu yönleri: kurulum ücreti nekadara cikiyo peki bunun

Olumsuz yönleri: istanbul dişi",Olumsuz
4997,Alırken birçok siteden yorum okudum ve buradan aldım. Kesinlikle bu fiyata alınabilecek en iyi ürün. Ses olarak fena değil ben bu süpürgeyi sadece mutfakta kullanmak için almıstım ama bazen kaptırıp evi süpürüyorum diğer odalarda mucize yaratmıyor tabi ama mutfak balkon gibi yerlerde çok ise yarıyor,Olumlu
4998,Temizlerken İçindeki plastik halkayı takıp çıkartmak zor sadece. Onun haricinde güzel pratik ürün. 600 ml şişenin hacmi. Max çalışma süresi 30 sn sonra 10 dakika mola yazıyor kullanma kılavuzunda. Yani bir iki kişilik bir ürün.,Olumlu
4999,Harika bir ürün. 4 adet tost sığıyor. Gönül rahatlığıyla alabilirsiniz.,Olumlu
5000,Guzel paketlemişti,Olumlu
5001,Renkli olarak verdim. sade renk geldi. keşkealınan ürün aynı gelse daha iyi olacak.,Olumsuz
5002,Çok iyi çalışıyor. Alan pişman olmaz bu fiyata bu kalite. Tavsiye edilir.,Olumlu
5003,Telefonum büyük olduğu için zor sığdı bide devamlı elinde tutman lazım,Olumsuz
5004,Mağaza ile ilgili bir yorumum yok,Olumsuz
5005,beş para etmez tavada kizartin daha hizli,Olumsuz
5006,Kardeşimle anneme hediye olarak almıştık 3 haftadır kullanıyoruz ben böyle pratik bir set görmedim çok memnun kaldık❤️,Olumlu
5007,"Ürün teslim gününden bir gün önce teslim edildi. Horoz lojistik banyoya kadar çıkardı. Çalışanları çok kibardı. Teslimattan yarım saat sonra Vestel servisi geldi  on dakika da kurulumunu tamamladı. Vestel servisi de kaliteli bir hizmet verdi.Güzel bir makine, iyi çalışıyor.  Herkese tavsiye ederim.",Olumlu
5008,müşteri temsilcisini özellikle garanti sürecini öğrenmek için aradığımda bana teslim aldığınız tarihte hem amazzon hem philips  garantisi başladı bilgisi verildi . Philips m h ni aradığımda çeyiz garantisi olduğunu ilettiler. Yanlış yönlendirildim ürünün paketini açtım çeyiz garantisinden yararlanamıyorum,Olumsuz
5009,Fiyat performansı iyi olduğunu düşünüyorum,Olumlu
5010,Ürün günlük kullanım için ideal. Akşam şipariş verdim sabahına teslim edildi bu hız için de ayrıca teşekkür ederim.,Olumlu
5011,Çok kalitesiz. Üst ve alt birbiriyle uyuşmuyor. Malzemesi çok kalitesiz. İade ettim,Olumsuz
5012,fiyatı uygun diye aldim.,Olumlu
5013,"Olumlu yönleri: Ütülemesi ve buhar basıncı iyi. Sıkıntısız ütülüyor

Olumsuz yönleri: Ürün defolu geldiği için firmaya iade edemedik bu sıkıntı",Olumsuz
5014,çok ufak geldi ürün bildilerini okumadan aldım deein dondurucudan küçük gelmişken geri iade etmedim,Olumsuz
5015,"marka,ürün özellikleri ve yorumlar ürünü almama sebep olacak sanırım. umarım pişman olmam :)",Olumlu
5016,3 aydır kullanıyorum. kettle olarak ta kullanıyorum çok memnunum. tek memnun olmadıgım konu dışı çok fazla su lekesi oluyor onun dışında ısınması falan hızlı güzel.arçelik zaten belli ediyor kendini.,Olumlu
5017,Aldıktan 12 gün sonra arızalandı şu anda tamirde,Olumsuz
5018,Kesinlikle tavsiye edilir,Olumlu
5019,"Arkadaşlar ben p40 lite aldım yaklaşık 3 ay kullanıyorum bu telefon bu fiyata göre çok pahalı Google servisleri desteklemiyor AP Galleride var uygulamalar çok şeyi apk yla indirebiliyorsunuz eksileri çok ıps elsidi, çerçevesi plastik cam görünümlü kamerası orta derece. Bu telefon da hoşuma giden 2 tane özellik var birincisi krin 810 var ikincisi hızlı şajı 40w bu iki özellik dışında herşey sıkıntı degmez",Olumsuz
5020,"İlk çalıştırmamda motor yandı, yani sadece bir kez kullanabildim, gerçi 10-15 dk. kadar az aralıklarla çalıştırdım ondan oldu muhtemel ancak yine de ilk çalışmada böyle bir şey olması üzücü...",Olumsuz
5021,Harika. Cok saglam. Cok kaliteli.,Olumlu
5022,"ürün bana gelirken kargo firması (mng) hasar vermiş ve alttaki plastik parçasını kırmış. ürüne gelince, boyut olarak biraz küçük, granit desenli plakaların çıkmaması plakaları temizleme açısından biraz dezavantaj olabilir. marka çok kaliteli. garanti olayında bile çığır açmış. ürünü  iade ettim, sağolsun satıcı iademi kabul etmiş. tost makinesini alamadım ama kesinlikle müşteri memnuniyeti %100. en önemli olan da bu değil mi? onun için ürünü satan satıcıya net 5 yıldız veriyorum. güvenilir ve dürüst satıcı. çok teşekkür ederim 🙏",Olumlu
5023,"Mağazaya ulaşmak Devlet erkamına ulaşmaktan daha zor aynı ürünle beraber
Camaşır makinasıda aldım bi türlü göndermiyorlar ilgisiz alakasız bi satıcı",Olumsuz
5024,"Ürün beklediğimiz gibi, sivri ucu sayesinde kıyafetlerin uç kısımları da iyi ütülenebiliyor. Daha çok yeni biraz daha vakit geçtikten sonra daha sağlıklı karar verilebilir ancak ilk izlenim fiyat performans olarak iyi.
Ürün Rusya pazarı için üretilmiş, kutusunda tamamen Rusça yazılar var, üretim yeri Malezya.",Olumlu
5025,Harika bir ürün ütü süresi azaldı tavsiye ederim,Olumlu
5026,"Mediamarkt müşteri hizmetleri oldukça ilgili. Bu siteden alışveriş yaptığım için oldukça memnun kaldım. Makinede gayet iyi , Bosch kalitesi tartışılmaz. Teşekkürler mediamarkt.",Olumlu
5027,"Hayır ayıp bu kadar kötü bir işçilik olamaz hem çalışmıyor hem servis
yetersiz birde utanmadan servis ücreti istiyorlar",Olumsuz
5028,tırnak etrafında mavi leke bırakıyor bu yüzden ürünü kullanamadım,Olumsuz
5029,çayseti aldım memmun degili,Olumsuz
5030,Olumsuz yönleri: Hiç memnun değiLim çekim gücü inanıLmaz çirkin boşuna aLmışım yazık parama çekmiyo ki kuLLanayım 🤔,Olumsuz
5031,"ÜRÜNÜ 3-4 AYDIR KULLANIYORUM, GERÇEKTEN GÖNÜL RAHATLIĞI İLE ALABİLİRSİNİZ. FİYATINA GÖRE KALİTELİ BİR ÜRÜN.",Olumlu
5032,Aldım 4 ay oldu servis normal apple garantili herhangi bir sorun yok. çok güzel gönderildi arayıp siparişi de teyit etmişlerdi.piyasananın200-300lira ucuzuna.on numara beş yıldız,Olumlu
5033,"ekim başında aldık, hiç bir sorun yaşamadık, ürün gayet güzel, sessiz. kargo şirketi de 4.cü kata kadar çıkardı. memnunuz.",Olumlu
5034,Süper hizmet süper hız,Olumlu
5035,Fiyat performans açısından gayet güzel.Servis ekibi de çok ilgiliydi.,Olumlu
5036,Ürün hareketli sahnelerde kasma yapıyor.Ürünü alalı daha 2 gün olmasına rağmen samsung ürün iadesi almıyor.Tavsiye etmiyorum.,Olumsuz
5037,burada kapağın çok sandık olduğunu okumuştum o yüzden çok temkinli yavaş yavaş kapattim ilk yoğurma işleminde takma klips olan yeri kırıldı aşağı inip yani şeffaf bölümün takma yerini kırmama ihtimaliniz yok makine kendi kendine çalışırken sallanıyor ve kırıyor.,Olumsuz
5038,Doğal saçım kumral. Üstüne bu boyayı uyguladım ve asla küllü olmadı. Turuncu giderici bir ürün kullanmama rağmen sadece saçım turunculaştı biraz. Beyazlarımın da bir kısmı kapanmadı. Tavsiye etmem bu kadar para vermeye değmez,Olumsuz
5039,"Ürünü 3 aydır kullanıyorum.İlk zamanlar aşırı koku yaptı. Daha sonra kendi kendine çatlamaya başladı,parçaları döküldü.Kesinlikle tavsiye etmiyorum.",Olumsuz
5040,Güzel ürün dürüst satıcı hızlı kargo teşekkürler,Olumlu
5041,Ürünü süpar Cuma da aldım125 tl idi trendyolun 100/50 kuponuyla 75 tlye geldi .Fiyatına göre gayet iyi.,Olumlu
5042,Özenli paketleme ve göründüğü gibi gelen kaliteli bir ürün.,Olumlu
5043,Ürün on numara beş yıldiz.,Olumlu
5044,Olumlu yönleri: Güzel bir ürün.İstediğim gibi.,Olumlu
5045,Ütü masasının ayaklarıyla sehbası uyumlu değil. Ayakları sehbası sabit taşıyacak güçte ve genişlikte değil.,Olumsuz
5046,"2013 yılında aldığım buzdolabının garantisi devam ederken rafları düşmeye başladı. Buzdolabının gövdesi genişliyor. Firma buna bir çözüm bulamadığı gibi utanmadan size raf kestirelim dedi. Şu an mahkemeye vermek için servis fişi vermelerini bekliyorum. Servis fişine bile merkezin talimatıyla kapı kapanmıyor, düşük kapı yazmışlar. Tam bir rezalet. Yerli ürün almanın bedeli. Çok pişmanım. Sizde olmayın diye yazıyorum.",Olumsuz
5047,"Bu ürünü almadan önce markayı tanımıyordum.Şuan maliyet fayda analizinde tek marka olduğunu düşünüyorum.Bu ürünü evinizde kullanmaya başladıktan çok kısa bir süre sonra evinizdeki tozlanma/toz tutma periyodunun  kısaldığını net bir şekilde gözlemleyeceksiniz.Emiş gücü mükemmel,torba derdiniz yok.Babamlar benim verdiğim fiyatın 4 katına aldıkları yabancı markadan memnun değiller.Arnica süpürgenin Sarf malzemeleri ucuz,yaklaşık 2 senedir kullanıyoruz çok memnunuz.Son söz olarak şunu söylüyorum;evimize temizliğe gelen bayan ertesi gün gidip evine aynı makinayı aldı.

Cem PEKCAN",Olumlu
5048,Harika bir makine 10 yıl kullandım harika hatta kardeşim de buzdolabı aldı. 14 yıl boyunca kullandı mükemmel bir marka.,Olumlu
5049,Ürün güzel yanlız çalıştıktan 1 saat sonra ekranın alt tarafinda bayagi isinma oluyor ve bunun normal oldugunu soyluyorlar bana mantikli gelmedi iade edebilirim urunu sizin tvdede isinma oluyormu bi bakin derim,Olumsuz
5050,Ben hediye aldim Kullanan ablam cok memnun kaldi Simdi kendime aliyorum ins bu da sorunsuz gelir. Tesekkurler hepsiburada,Olumlu
5051,Rezalett!!! Su koymamamla akıtması bir oldu!!! Resmen paranızla rezil oluyorsunuz!!,Olumsuz
5052,Olumlu yönleri: çok hızlı kargolandı ve satıcı çok ilgiliydi öncelikle teşekkürler. süpürgeyi de yorumları okuyarak ve bir kaç kullanıcıya danışarak seçtiğim bir modeldi. çekiş gücü gerçekten iyi herşeyi sökülüp yıkanabiliyor memnunum kesinlikle,Olumlu
5053,arkadaşlar monitörün kronik birr sorunu var.monitörün sol alt köşesinden ekranın ortasına kadar bir çizgi cıkıyor.Göz kırpma gibi gidip gelme yapıyor.Servis de sizi süründürüyor. bilginiz olsun.,Olumsuz
5054,İki ay oldu fırını alalı hiç memnun değilim geldiği günden bir sürü hamurumu kurabiyemi tepsi tepsi kek ziyan oldu altı hiç bir şekilde pişirmiyor her türlüsünü denedim tam bi rezillik asla tavsiye etmiyorum inşallah bu yorum kaldırılmaz insanları kandırıp durmayın hiç bir işe yaradığı yok ayrıca ilk defa Beko marka bir ürün aldım çoook pişmanım......,Olumsuz
5055,mağazada fiyatı daha fazlaydı,Olumlu
5056,"Fırının boyutu gayet güzel büyük bile diye bilirim,pişirmesi de çok güzel kesinlikle tavsiye ediyorum",Olumlu
5057,10 numara 5 Yıldız harika bir ürün. Çok da özenle paketlenmişti. Ben pembesini aldım çok güzel görünüyor hızı da gayet iyi. Erzincanda olmama rağmen 3 günde elime ulaştı. Teşekkürler 😊,Olumlu
5058,malzeme kalitesi çok kötü bir plastikten yapılmış. Kablolarıda öyle. Tavsiye etmem. Ses idare edecek kadar..,Olumsuz
5059,Muhteşem bir telefon,Olumlu
5060,Tamam iyi güzel kargo zamanında geliyor. HB ile ilgili bi sıkıntı yok. Ama bu ürün çok kullanışsız. Biraz kullandıktan sonra baş dönmesi ve baş ağrısı yapıyor. ...,Olumsuz
5061,urun sarj özelliği guzel akıllı telefonu 2 defa full dolduruyor fakat uzerindeki fener tuşunu sökmek zorunda kaldim çantaya atınca kendiliginden tuşa basılıp feneri yakiyor ve sarji tüketiyor,Olumsuz
5062,"Bir daha asla evime siemens ürünü sokmam net.En kaliteli ürün diye herseyimi siemens den almıştım kaç kere tamire gitti hersey hatırlamıyorum,bi daha evime sokmam...",Olumsuz
5063,Daha ne olsun süüüüüüüperrrr.,Olumlu
5064,magaza mukemmel hizmet urun kalite tesekkurler,Olumlu
5065,hard disk 3-4 günde elime ulaştı paketleme güzel orijinal kutusunda değildi sadece biçimlendirmesi uğraştırdı onun haricinde güzel. Ha bide fotoğraftaki gibi mavi etiketli değil komple beyaz  etiket üzerine yazılı.,Olumsuz
5066,çok güzel bir ürün 👏,Olumlu
5067,Güzem makine tavsiye ederim,Olumlu
5068,"ürün gayet kaliteli, tasarımı kullanım kolaylığı ve genişliği gayet başarılı",Olumlu
5069,"ÜRÜN PHİLİPS ANKSA DİYE LİSTELENMİŞTİ, PHİLİPS MARKASI İLE HİÇ BİR
İLGİSİ YOK!",Olumsuz
5070,"Ürün çok kısa sürede elimize ulaştı. Garanti vb belgeler de kutu içerisindeydi, tavsiye ederim. Fayda\maliyet olarak gayet başarılı bir telefon.",Olumlu
5071,Ürün göründüğü gibi geldi,Olumlu
5072,"Ürün güzel, kullanışlı. Mağazanın iletişimi çok iyi, sorulara hemen
cevap veriyor.Yalnız plastik kap biraz çizikli çıktı, paketlemeye önem verilmemiş.",Olumlu
5073,Cihaz çok güzel. Kargo da zamanında geldi. Satıcı firmaya çok teşekkür ederiz.,Olumlu
5074,**** Alt kısmının sapı birbirinden ayrıldı resmen. Ürün çok kullanışlı değil. ısındıkça alt kısmının sapı kendi kendine parçalanıyor.,Olumsuz
5075,"Olumsuz yönleri: 10 gün olmasına ragmen ürüne henüz ulasamadık
 Ürün nerde belli değil.. Kargo firması teslim ettik der.. Servis biz de yok der.. Sorunun cözümü için de satıcıya mesaj attık.. Bakalım ne  olacak",Olumsuz
5076,Görsel iyi ama duman tahliyesi konusunda sınıfta kalan bir ürün.Yan tarafları açık olduğundan tüm duman yandan kaçıp odaya doluyor.Başarısız bir dizayn olmuş.tavsiye etmem.Eski düz olanlar daha iyiydi.,Olumsuz
5077,kesinlikle tavsiye ederim,Olumlu
5078,ürün anlatıldığı gibi ekonomik ve güzel tavsiye ederim.,Olumlu
5079,berbat bir ürün hemen bozuldu,Olumsuz
5080,"Bin pişmanım lanet olsun Kumtele internet alışverişine.... Aldığım ürünü
kimin dükkanına fırlatayım. kaç defa servis aradım bağlatamıyorum ocağı.
Satmayın sizde yetkili servisi olmayan bir firma. birdahada evime
giremez. 😡",Olumsuz
5081,Ürünü aldım ..saç tıraşı yaptım ama bıçakları kesmiyor.. Bana göre iiyi bir ürün değil,Olumsuz
